policy,stress,seed,inventory_cost,backlog_cost,wip_cost,cleaning_cost,total_cost,fill_rate,mean_backlog,mean_wip,cleaning_time,action_reject_rate,target_shortfall_ratio,solve_time_median,solve_time_p95,timeout_count
scenario_block,0,20560924,30.006311161761246,6594.820988840737,153.72050875304637,4.229290179410638,6782.777098934956,0.39328819138394167,36.63789438244854,29.28009690534216,7.048816965684398,0.022222222222222223,0.06484291376230511,9.792739311000332,9.823581987599027,0
scenario_rh,0,20560924,17.97124812920606,6355.096861955231,145.95319033415623,2.029275611821641,6521.050576030414,0.42842979127334274,35.30609367752906,27.800607682696427,3.382126019702735,0.0,0.005962126160246507,8.547590596999726,9.834875572399687,0
heuristic,1,20561920,0.5064915551394602,11728.443389694234,655.3647565725004,12.184264645095597,12396.49890246697,0.2580386967829533,65.15801883163464,124.83138220428577,20.307107741825995,0.0,,0.0,0.0,0
deterministic_rh,1,20561920,0.8575549147595449,10659.244026288452,144.83168917649317,7.481269064943175,10812.41453944465,0.2715427677153195,59.218022368269175,27.586988414570126,12.46878177490529,0.044444444444444446,0.08937682429291416,2.7381667160007055,6.643331520300489,0
scenario_block,1,20561920,0.8488049594225293,10124.511979490875,156.255018508878,2.2131492753291893,10283.828952234504,0.3529255943103542,56.247288774949304,29.762860668357725,3.688582125548649,0.022222222222222223,0.0891174867852272,9.809146796998903,9.836346306000632,0
scenario_rh,1,20561920,1.007947148128844,10556.574817812374,146.4213493019274,7.211850196304133,10711.215964458734,0.28843323249978803,58.64763787673541,27.889780819414742,12.019750327173556,0.0,0.055326922105311434,7.863420724999742,9.888887810599773,0
heuristic,1,20561921,1.9982974885732594,9991.089302872642,658.7955284560147,16.152833745390435,10668.035962562619,0.2792351667904641,55.50605168262579,125.48486256305041,26.921389575650725,0.0,,0.0,0.0,0
deterministic_rh,1,20561921,17.6013803541707,8371.65539199262,208.600890911997,5.015097367302734,8602.872760626093,0.351609778128467,46.509196622181214,39.733503030856575,8.358495612171223,0.022222222222222223,0.05156702075661654,2.8515869380007643,8.439212646199302,0
scenario_block,1,20561921,15.62590828869169,8606.003252059072,203.13634400981232,4.1716602409801,8828.937164598554,0.3394490131663337,47.81112917810596,38.69263695424997,6.952767068300167,0.06666666666666667,0.051481121469205436,9.768230224000945,9.804787476599813,0
scenario_rh,1,20561921,18.061335160981198,8276.256838860365,212.8664682453546,3.776494692721191,8510.961136959422,0.36914805098493,45.97920466033536,40.54599395149612,6.294157821201985,0.022222222222222223,0.01701227720645089,9.758171802999641,9.82163822969942,0
heuristic,1,20561922,0.7982222623115081,10447.56532401283,610.4520053064043,15.094196487732953,11073.909748069276,0.23516328540486148,58.04202957784906,116.2765724393151,25.156994146221592,0.0,,0.0,0.0,0
deterministic_rh,1,20561922,4.267687209131916,9904.707759074774,115.98343515805169,10.220250450317076,10035.179131892275,0.21556096877804629,55.02615421708208,22.092082887247944,17.033750750528462,0.022222222222222223,0.12231849100307224,1.5048446649998368,5.128215475899924,0
scenario_block,1,20561922,3.8373538399826117,9110.461828106727,116.98998070993954,3.7850527544349637,9235.074215411083,0.3107603598710544,50.61367682281515,22.28380584951229,6.308421257391606,0.044444444444444446,0.04869340649553404,5.765589713000736,9.515412864400059,0
scenario_rh,1,20561922,4.55463604707813,9700.183079354623,109.40250778070076,4.527681095777451,9818.667904278178,0.2760588572318398,53.889905996414576,20.838572910609674,7.5461351596290855,0.022222222222222223,0.0677023790738359,3.6462653990001854,8.620537452499411,0
heuristic,1,20561923,1.8835519913175762,11221.161808838882,653.6407079182702,13.905959224220178,11890.592027972689,0.25483494016377306,62.33978782688268,124.50299198443243,23.176598707033627,0.0,,0.0,0.0,0
deterministic_rh,1,20561923,6.205692157184982,9804.260292105806,141.58139758491777,8.641019018094672,9960.688400866005,0.28983265077093107,54.468112733921146,26.967885254270055,14.401698363491123,0.022222222222222223,0.06785582315058197,1.2898289659988222,6.180362670399699,0
scenario_block,1,20561923,5.397207848716718,9312.815407470503,173.91509925397193,2.255646557716153,9494.38336113091,0.34733926874673116,51.73786337483613,33.12668557218513,3.7594109295269216,0.022222222222222223,0.21776476336561143,1.6727628299995558,9.139668588000859,1
scenario_rh,1,20561923,7.0018688832235485,9656.192823048346,142.3921556848767,4.119524142330337,9809.706371758775,0.3265159170337386,53.64551568360192,27.12231536854795,6.86587357055056,0.0,0.006394925084633899,4.380696910000552,9.915694195100514,0
heuristic,1,20561924,5.95992277771089,10984.62520250933,698.4272405546437,16.83131597792835,11705.843681819613,0.22960702250871332,61.025695569496285,133.03376010564642,28.05219329654725,0.0,,0.0,0.0,0
deterministic_rh,1,20561924,7.984444790142369,8864.035485421193,210.6352854734188,7.611681019377487,9090.266896704134,0.34644323033298513,49.24464158567329,40.12100675684168,12.68613503229581,0.022222222222222223,0.058571332481708226,2.136823116999949,4.590640495300063,0
scenario_block,1,20561924,7.916191397928914,9136.878754136616,201.6433235601014,3.5795890846701037,9350.017858179315,0.3503135176204397,50.7604375229812,38.40825210668598,5.965981807783506,0.022222222222222223,0.08679027690599857,3.336189481000474,9.79561273759973,0
scenario_rh,1,20561924,7.940771191115461,8784.876157264971,211.69839549178187,2.2983061214356053,9006.813630069304,0.3791582104385778,48.80486754036095,40.32350390319656,3.8305102023926754,0.0,0.05103357016365428,3.3896278650008753,9.830537723599628,0
